ratio coil 1,ratio coil 2,ratio coil 3
0.4285714285714284,1.0,-0.1428571428571429
0.4285714285714284,1.0,0.1428571428571428
0.4285714285714284,1.0,0.4285714285714284
0.4285714285714284,1.0,0.7142857142857142
0.4285714285714284,1.0,1.0
0.7142857142857142,-1.0,1.0
0.7142857142857142,-0.7142857142857143,1.0
0.7142857142857142,-0.4285714285714286,1.0
0.7142857142857142,-0.1428571428571429,1.0
0.7142857142857142,0.1428571428571428,1.0
0.7142857142857142,0.4285714285714284,1.0
0.7142857142857142,0.7142857142857142,1.0
0.7142857142857142,1.0,-1.0
0.7142857142857142,1.0,-0.7142857142857143
0.7142857142857142,1.0,-0.4285714285714286
0.7142857142857142,1.0,-0.1428571428571429
0.7142857142857142,1.0,0.1428571428571428
0.7142857142857142,1.0,0.4285714285714284
0.7142857142857142,1.0,0.7142857142857142
0.7142857142857142,1.0,1.0
1.0,-1.0,-1.0
1.0,-1.0,-0.7142857142857143
1.0,-1.0,-0.4285714285714286
1.0,-1.0,-0.1428571428571429
1.0,-1.0,0.1428571428571428
1.0,-1.0,0.4285714285714284
1.0,-1.0,0.7142857142857142
1.0,-1.0,1.0
1.0,-0.7142857142857143,-1.0
1.0,-0.7142857142857143,-0.7142857142857143
1.0,-0.7142857142857143,-0.4285714285714286
1.0,-0.7142857142857143,-0.1428571428571429
1.0,-0.7142857142857143,0.1428571428571428
1.0,-0.7142857142857143,0.4285714285714284
1.0,-0.7142857142857143,0.7142857142857142
1.0,-0.7142857142857143,1.0
1.0,-0.4285714285714286,-1.0
1.0,-0.4285714285714286,-0.7142857142857143
1.0,-0.4285714285714286,-0.4285714285714286
1.0,-0.4285714285714286,-0.1428571428571429
1.0,-0.4285714285714286,0.1428571428571428
1.0,-0.4285714285714286,0.4285714285714284
1.0,-0.4285714285714286,0.7142857142857142
1.0,-0.4285714285714286,1.0
1.0,-0.1428571428571429,-1.0
1.0,-0.1428571428571429,-0.7142857142857143
1.0,-0.1428571428571429,-0.4285714285714286
1.0,-0.1428571428571429,-0.1428571428571429
1.0,-0.1428571428571429,0.1428571428571428
1.0,-0.1428571428571429,0.4285714285714284
1.0,-0.1428571428571429,0.7142857142857142
1.0,-0.1428571428571429,1.0
1.0,0.1428571428571428,-1.0
1.0,0.1428571428571428,-0.7142857142857143
1.0,0.1428571428571428,-0.4285714285714286
1.0,0.1428571428571428,-0.1428571428571429
1.0,0.1428571428571428,0.1428571428571428
1.0,0.1428571428571428,0.4285714285714284
1.0,0.1428571428571428,0.7142857142857142
1.0,0.1428571428571428,1.0
1.0,0.4285714285714284,-1.0
1.0,0.4285714285714284,-0.7142857142857143
1.0,0.4285714285714284,-0.4285714285714286
1.0,0.4285714285714284,-0.1428571428571429
1.0,0.4285714285714284,0.1428571428571428
1.0,0.4285714285714284,0.4285714285714284
1.0,0.4285714285714284,0.7142857142857142
1.0,0.4285714285714284,1.0
1.0,0.7142857142857142,-1.0
1.0,0.7142857142857142,-0.7142857142857143
1.0,0.7142857142857142,-0.4285714285714286
1.0,0.7142857142857142,-0.1428571428571429
1.0,0.7142857142857142,0.1428571428571428
1.0,0.7142857142857142,0.4285714285714284
1.0,0.7142857142857142,0.7142857142857142
1.0,0.7142857142857142,1.0
1.0,1.0,-1.0
1.0,1.0,-0.7142857142857143
1.0,1.0,-0.4285714285714286
1.0,1.0,-0.1428571428571429
1.0,1.0,0.1428571428571428
1.0,1.0,0.4285714285714284
1.0,1.0,0.7142857142857142
1.0,1.0,1.0
